LocalTimestamp,T1_y
1681158179,37.382
1681158179,37.342
1681158180,37.396
1681158180,37.349
1681158180,37.364
1681158180,37.406
1681158180,37.388
1681158180,37.452
1681158180,37.479
1681158180,37.491
1681158181,37.461
1681158181,37.412
1681158181,37.426
1681158181,37.433
1681158181,37.4
1681158181,37.386
1681158181,37.38
1681158182,37.448
1681158182,37.477
1681158182,37.419
1681158182,37.465
1681158182,37.449
1681158182,37.443
1681158182,37.44
1681158182,37.403
1681158183,37.458
1681158183,37.446
1681158183,37.441
1681158183,37.475
1681158183,37.418
1681158183,37.429
1681158183,37.434
1681158184,37.436
1681158184,37.472
1681158184,37.453
1681158184,37.373
1681158184,37.339
1681158184,37.288
1681158184,37.338
1681158184,37.43
1681158185,37.363
1681158185,37.334
1681158185,37.322
1681158185,37.317
1681158185,37.385
1681158185,37.415
1681158185,37.463
1681158186,37.378
1681158186,37.412
1681158186,37.355
1681158186,37.402
1681158186,37.458
1681158186,37.482
1681158186,37.457
1681158186,37.446
1681158187,37.441
1681158187,37.404
1681158187,37.458
1681158187,37.482
1681158187,37.492
1681158187,37.497
1681158187,37.499
1681158188,37.464
1681158188,37.484
1681158188,37.422
1681158188,37.466
1681158188,37.415
1681158188,37.498
1681158188,37.499
1681158188,37.464
1681158189,37.485
1681158189,37.351
1681158189,37.4
1681158189,37.421
1681158189,37.431
1681158189,37.434
1681158189,37.436
1681158190,37.437
1681158190,37.473
1681158190,37.382
1681158190,37.449
1681158190,37.407
1681158190,37.353
1681158190,37.366
1681158190,37.477
1681158191,37.455
1681158191,37.516
1681158191,37.578
1681158191,37.534
1681158191,37.479
1681158191,37.456
1681158191,37.516
1681158192,37.472
1681158192,37.488
1681158192,37.495
1681158192,37.498
1681158192,37.534
1681158192,37.515
1681158192,37.506
1681158192,37.574
1681158193,37.532
1681158193,37.478
1681158193,37.491
1681158193,37.496
1681158193,37.569
1681158193,37.494
1681158193,37.498
1681158194,37.57
1681158194,37.53
1681158194,37.478
1681158194,37.526
1681158194,37.476
1681158194,37.419
1681158194,37.536
1681158194,37.48
1681158195,37.527
1681158195,37.476
1681158195,37.49
1681158195,37.425
1681158195,37.467
1681158195,37.45
1681158195,37.514
1681158195,37.506
1681158196,37.503
1681158196,37.501
1681158196,37.394
1681158196,37.49
1681158196,37.531
1681158196,37.549
1681158196,37.521
1681158197,37.438
1681158197,37.473
1681158197,37.559
1681158197,37.526
1681158197,37.511
1681158197,37.54
1681158197,37.659
1681158197,37.64
1681158198,37.631
1681158198,37.592
1681158198,37.54
1681158198,37.553
1681158198,37.558
1681158198,37.525
1681158198,37.617
1681158199,37.586
1681158199,37.537
1681158199,37.516
1681158199,37.507
1681158199,37.538
1681158199,37.517
1681158199,37.401
1681158199,37.457
1681158200,37.446
1681158200,37.441
1681158200,37.545
1681158200,37.484
1681158200,37.422
1681158200,37.502
1681158200,37.359
1681158201,37.439
1681158201,37.474
1681158201,37.489
1681158201,37.495
1681158201,37.498
1681158201,37.57
1681158201,37.53
1681158201,37.549
1681158202,37.556
1681158202,37.524
1681158202,37.511
1681158202,37.505
1681158202,37.537
1681158202,37.587
1681158202,37.538
1681158203,37.516
1681158203,37.613
1681158203,37.62
1681158203,37.587
1681158203,37.573
1681158203,37.496
1681158203,37.463
1681158203,37.448
1681158204,37.478
1681158204,37.561
1681158204,37.562
1681158204,37.598
1681158204,37.578
1681158204,37.605
1681158204,37.545
1681158205,37.52
1681158205,37.579
1681158205,37.499
1681158205,37.535
1681158205,37.515
1681158205,37.542
1681158205,37.518
1681158205,37.472
1681158206,37.559
1681158206,37.561
1681158206,37.597
1681158206,37.507
1681158206,37.503
1681158206,37.537
1681158206,37.516
1681158207,37.507
1681158207,37.574
1681158207,37.497
1681158207,37.534
1681158207,37.515
1681158207,37.577
1681158207,37.569
1681158207,37.53
1681158208,37.513
1681158208,37.576
1681158208,37.604
1681158208,37.616
1681158208,37.621
1681158208,37.552
1681158208,37.523
1681158209,37.51
1681158209,37.575
1681158209,37.639
1681158209,37.56
1681158209,37.561
1681158209,37.562
1681158209,37.598
1681158209,37.578
1681158210,37.569
1681158210,37.565
1681158210,37.457
1681158210,37.552
1681158210,37.558
1681158210,37.49
1681158210,37.531
1681158211,37.549
1681158211,37.486
1681158211,37.494
1681158211,37.533
1681158211,37.514
1681158211,37.506
1681158211,37.574
1681158211,37.567
1681158212,37.6
1681158212,37.543
1681158212,37.519
1681158212,37.579
1681158212,37.534
1681158212,37.55
1681158212,37.522
1681158213,37.58
1681158213,37.606
1681158213,37.652
1681158213,37.672
1681158213,37.716
1681158213,37.735
1681158213,37.673
1681158213,37.575
1681158214,37.568
1681158214,37.6
1681158214,37.614
1681158214,37.656
1681158214,37.638
1681158214,37.595
1681158214,37.648
1681158215,37.635
1681158215,37.629
1681158215,37.698
1681158215,37.656
1681158215,37.603
1681158215,37.58
1681158215,37.57
1681158215,37.637
1681158216,37.666
1681158216,37.607
1681158216,37.546
1681158216,37.591
1681158216,37.717
1681158216,37.594
1681158216,37.611
1681158217,37.655
1681158217,37.638
1681158217,37.631
1681158217,37.663
1681158217,37.641
1681158217,37.668
1681158217,37.714
1681158217,37.735
1681158218,37.672
1681158218,37.681
1681158218,37.649
1681158218,37.6
1681158218,37.685
1681158218,37.686
1681158218,37.616
1681158219,37.586
1681158219,37.643
1681158219,37.739
1681158219,37.71
1681158219,37.626
1681158219,37.626
1681158219,37.625
1681158219,37.696
1681158220,37.691
1681158220,37.725
1681158220,37.704
1681158220,37.694
1681158220,37.655
1681158220,37.603
1681158220,37.722
1681158221,37.667
1681158221,37.572
1681158221,37.638
1681158221,37.63
1681158221,37.592
1681158221,37.575
1681158221,37.603
1681158221,37.509
1681158222,37.61
1681158222,37.69
1681158222,37.653
1681158222,37.637
1681158222,37.737
1681158222,37.673
1681158222,37.681
1681158223,37.685
1681158223,37.651
1681158223,37.707
1681158223,37.696
1681158223,37.656
1681158223,37.603
1681158223,37.615
1681158223,37.692
1681158224,37.654
1681158224,37.708
1681158224,37.697
1681158224,37.691
1681158224,37.689
1681158224,37.759
1681158224,37.754
1681158225,37.716
1681158225,37.664
1681158225,37.642
1681158225,37.632
1681158225,37.664
1681158225,37.713
1681158225,37.698
1681158225,37.728
1681158226,37.74
1681158226,38.639
1681158226,38.631
1681158226,37.699
1681158226,37.657
1681158226,37.568
1681158226,37.636
1681158227,37.594
1681158227,37.647
1681158227,37.705
1681158227,37.695
1681158227,37.62
1681158227,37.694
1681158227,37.797
1681158227,37.735
1681158228,37.779
1681158228,37.762
1681158228,37.649
1681158228,37.706
1681158228,37.696
1681158228,37.691
1681158228,37.724
1681158229,37.774
1681158229,37.761
1681158229,37.719
1681158229,37.701
1681158229,37.729
1681158229,37.67
1681158229,37.644
1681158229,37.704
1681158230,37.766
1681158230,37.757
1681158230,37.753
1681158230,37.68
1681158230,37.684
1681158230,37.686
1681158230,37.616
1681158231,37.621
1681158231,37.73
1681158231,37.741
1681158231,37.746
1681158231,37.748
1681158231,37.714
1681158231,37.734
1681158231,37.743
1681158232,37.712
1681158232,37.733
1681158232,37.743
1681158232,37.782
1681158232,37.799
1681158232,37.771
1681158232,37.83
1681158232,37.749
1681158233,37.714
1681158233,37.699
1681158233,37.693
1681158233,37.654
1681158233,37.709
1681158233,37.768
1681158233,37.758
1681158234,37.789
1681158234,37.696
1681158234,37.727
1681158234,37.633
1681158234,37.771
1681158234,37.723
1681158234,37.703
1681158234,37.694
1681158235,37.797
1681158235,37.735
1681158235,37.814
1681158235,37.778
1681158235,37.691
1681158235,37.689
1681158235,37.688
1681158236,37.688
1681158236,37.759
1681158236,37.754
1681158236,37.716
1681158236,37.771
1681158236,37.794
1681158236,37.734
1681158236,37.637
1681158237,37.701
1681158237,37.8
1681158237,37.771
1681158237,37.724
1681158237,37.703
1681158237,37.694
1681158237,37.726
1681158238,37.74
1681158238,37.745
1681158238,37.748
1681158238,37.714
1681158238,37.734
1681158238,37.743
1681158238,37.747
1681158238,37.749
1681158239,37.714
1681158239,37.734
1681158239,37.708
1681158239,37.732
1681158239,37.742
1681158239,37.782
1681158239,37.693
1681158240,37.69
1681158240,37.689
1681158240,37.759
1681158240,37.789
1681158240,37.732
1681158240,37.707
1681158240,37.767
1681158240,37.793
1681158241,37.768
1681158241,37.758
1681158241,37.824
1681158241,37.782
1681158241,37.728
1681158241,37.741
1681158241,37.746
1681158242,37.713
1681158242,37.663
1681158242,37.677
1681158242,37.789
1681158242,37.767
1681158242,37.828
1681158242,37.784
1681158242,37.8
1681158243,37.807
1681158243,37.81
1681158243,37.776
1681158243,37.797
1681158243,37.806
1681158243,37.845
1681158243,37.791
1681158244,37.839
1681158244,37.753
1681158244,37.645
1681158244,37.705
1681158244,37.695
1681158244,37.762
1681158244,37.79
1681158244,37.803
1681158245,37.808
1681158245,37.811
1681158245,37.883
1681158245,37.843
1681158245,37.826
1681158245,37.818
1681158245,37.779
1681158246,37.763
1681158246,37.791
1681158246,37.768
1681158246,37.829
1681158246,37.819
1681158246,37.816
1681158246,37.778
1681158246,37.798
1681158247,37.806
1681158247,37.774
1681158247,37.831
1681158247,37.856
1681158247,37.867
1681158247,37.907
1681158247,37.889
1681158248,37.881
1681158248,37.771
1681158248,37.759
1681158248,37.789
1681158248,37.903
1681158248,38.0
1681158248,38.1
1681158248,38.2
1681158249,38.3
1681158249,38.4
1681158249,38.5
1681158249,38.6
1681158249,38.7
1681158249,38.8
1681158249,38.81
1681158250,38.812
1681158250,38.812
1681158250,38.777
1681158250,38.762
1681158250,38.79
